id,start_date,flight,origin,destination,air_time,distance,airport
2525,1/9/2019,AA-1837,LGA,MIA,157,1096,Miami Intl
2526,1/9/2019,UA-1030,JFK,LAX,354,2475,Los Angeles Intl
2527,1/9/2019,B6-507,EWR,FLL,147,1065,Fort Lauderdale Hollywood Intl
2528,1/9/2019,US-1791,JFK,CLT,89,541,Charlotte Douglas Intl
2529,1/9/2019,DL-575,EWR,ATL,122,746,Hartsfield Jackson Atlanta Intl
2530,1/9/2019,9E-3856,JFK,ATL,NA,760,Hartsfield Jackson Atlanta Intl
2531,1/9/2019,EV-4471,EWR,CLT,86,529,Charlotte Douglas Intl
2532,1/9/2019,US-1125,EWR,CLT,84,529,Charlotte Douglas Intl
2533,1/9/2019,AA-303,LGA,ORD,144,733,Chicago Ohare Intl
2534,1/9/2019,B6-905,JFK,ORD,142,740,Chicago Ohare Intl
2535,1/9/2019,B6-79,JFK,MCO,133,944,Orlando Intl
2536,1/9/2019,UA-772,EWR,MIA,154,1085,Miami Intl
2537,1/9/2019,US-1433,LGA,CLT,91,544,Charlotte Douglas Intl
2538,1/9/2019,MQ-4576,LGA,CLT,86,544,Charlotte Douglas Intl
2539,1/9/2019,B6-1002,JFK,BOS,37,187,General Edward Lawrence Logan Intl
2540,1/9/2019,UA-1701,EWR,FLL,154,1065,Fort Lauderdale Hollywood Intl
2541,1/9/2019,US-926,EWR,CLT,87,529,Charlotte Douglas Intl
2542,1/9/2019,UA-1156,EWR,SFO,386,2565,San Francisco Intl
2543,1/9/2019,US-2116,LGA,BOS,36,184,General Edward Lawrence Logan Intl
2544,1/9/2019,DL-2003,LGA,MIA,151,1096,Miami Intl
2545,1/9/2019,AA-305,LGA,ORD,139,733,Chicago Ohare Intl
2546,1/9/2019,DL-1865,JFK,SFO,388,2586,San Francisco Intl
2547,1/9/2019,AA-2279,LGA,MIA,153,1096,Miami Intl
2548,1/9/2019,AA-1815,JFK,MCO,140,944,Orlando Intl
2549,1/9/2019,DL-1547,LGA,ATL,122,762,Hartsfield Jackson Atlanta Intl
2550,1/9/2019,DL-763,JFK,LAX,342,2475,Los Angeles Intl
2551,1/9/2019,UA-457,LGA,ORD,137,733,Chicago Ohare Intl
2552,1/9/2019,UA-604,EWR,LAX,352,2454,Los Angeles Intl
2553,1/9/2019,B6-671,JFK,LAX,343,2475,Los Angeles Intl
2554,1/9/2019,UA-1162,EWR,ORD,132,719,Chicago Ohare Intl
2555,1/9/2019,B6-389,LGA,MCO,137,950,Orlando Intl
2556,1/9/2019,B6-981,JFK,FLL,158,1069,Fort Lauderdale Hollywood Intl
2557,1/9/2019,AA-443,JFK,MIA,155,1089,Miami Intl
2558,1/9/2019,MQ-3737,EWR,ORD,141,719,Chicago Ohare Intl
2559,1/9/2019,UA-799,JFK,SFO,391,2586,San Francisco Intl
2560,1/9/2019,AA-825,JFK,FLL,158,1069,Fort Lauderdale Hollywood Intl
2561,1/9/2019,UA-1142,EWR,BOS,39,200,General Edward Lawrence Logan Intl
2562,1/9/2019,UA-305,EWR,MCO,135,937,Orlando Intl
2563,1/9/2019,DL-807,EWR,ATL,131,746,Hartsfield Jackson Atlanta Intl
2564,1/9/2019,AA-33,JFK,LAX,367,2475,Los Angeles Intl
2565,1/9/2019,AA-309,LGA,ORD,142,733,Chicago Ohare Intl
2566,1/9/2019,UA-393,EWR,ORD,127,719,Chicago Ohare Intl
2567,1/9/2019,AA-2267,LGA,MIA,160,1096,Miami Intl
2568,1/9/2019,US-1733,LGA,CLT,92,544,Charlotte Douglas Intl
2569,1/9/2019,DL-1271,JFK,FLL,151,1069,Fort Lauderdale Hollywood Intl
2570,1/9/2019,DL-2047,LGA,ATL,131,762,Hartsfield Jackson Atlanta Intl
2571,1/9/2019,US-2118,LGA,BOS,37,184,General Edward Lawrence Logan Intl
2572,1/9/2019,DL-2143,JFK,MIA,156,1089,Miami Intl
2573,1/9/2019,UA-397,JFK,SFO,376,2586,San Francisco Intl
2574,1/9/2019,B6-219,JFK,CLT,88,541,Charlotte Douglas Intl
2575,1/9/2019,B6-17,JFK,FLL,161,1069,Fort Lauderdale Hollywood Intl
2576,1/9/2019,AA-59,JFK,SFO,382,2586,San Francisco Intl
2577,1/9/2019,AA-1838,JFK,BOS,41,187,General Edward Lawrence Logan Intl
2578,1/9/2019,B6-1172,EWR,BOS,44,200,General Edward Lawrence Logan Intl
2579,1/9/2019,DL-269,JFK,ATL,124,760,Hartsfield Jackson Atlanta Intl
2580,1/9/2019,US-675,EWR,CLT,85,529,Charlotte Douglas Intl
2581,1/9/2019,9E-3521,JFK,ORD,139,740,Chicago Ohare Intl
2582,1/9/2019,B6-517,EWR,MCO,136,937,Orlando Intl
2583,1/9/2019,UA-611,EWR,MCO,138,937,Orlando Intl
2584,1/9/2019,UA-1480,EWR,SFO,388,2565,San Francisco Intl
2585,1/9/2019,AA-313,LGA,ORD,144,733,Chicago Ohare Intl
2586,1/9/2019,UA-1601,EWR,FLL,147,1065,Fort Lauderdale Hollywood Intl
2587,1/9/2019,UA-112,JFK,LAX,351,2475,Los Angeles Intl
2588,1/9/2019,MQ-4610,LGA,ATL,125,762,Hartsfield Jackson Atlanta Intl
2589,1/9/2019,9E-3422,JFK,BOS,38,187,General Edward Lawrence Logan Intl
2590,1/9/2019,UA-1150,EWR,BOS,41,200,General Edward Lawrence Logan Intl
2591,1/9/2019,US-1429,LGA,CLT,84,544,Charlotte Douglas Intl
2592,1/9/2019,DL-1959,JFK,MCO,135,944,Orlando Intl
2593,1/9/2019,US-2120,LGA,BOS,41,184,General Edward Lawrence Logan Intl
2594,1/9/2019,UA-448,LGA,ORD,135,733,Chicago Ohare Intl
2595,1/9/2019,DL-120,JFK,LAX,343,2475,Los Angeles Intl
2596,1/9/2019,DL-485,EWR,ATL,119,746,Hartsfield Jackson Atlanta Intl
2597,1/9/2019,UA-385,EWR,ORD,132,719,Chicago Ohare Intl
2598,1/9/2019,DL-1747,LGA,ATL,117,762,Hartsfield Jackson Atlanta Intl
2599,1/9/2019,AA-647,JFK,MIA,156,1089,Miami Intl
2600,1/9/2019,AA-1,JFK,LAX,345,2475,Los Angeles Intl
2601,1/9/2019,DL-2379,LGA,FLL,154,1076,Fort Lauderdale Hollywood Intl
2602,1/9/2019,MQ-4582,LGA,CLT,91,544,Charlotte Douglas Intl
2603,1/9/2019,B6-25,JFK,FLL,151,1069,Fort Lauderdale Hollywood Intl
2604,1/9/2019,DL-1885,LGA,MCO,138,950,Orlando Intl
2605,1/9/2019,B6-1004,JFK,BOS,40,187,General Edward Lawrence Logan Intl
2606,1/9/2019,UA-1223,EWR,LAX,339,2454,Los Angeles Intl
2607,1/9/2019,US-487,JFK,CLT,88,541,Charlotte Douglas Intl
2608,1/9/2019,B6-375,LGA,FLL,163,1076,Fort Lauderdale Hollywood Intl
2609,1/9/2019,EV-4140,EWR,ATL,135,746,Hartsfield Jackson Atlanta Intl
2610,1/9/2019,B6-41,JFK,MCO,134,944,Orlando Intl
2611,1/9/2019,AA-319,LGA,ORD,142,733,Chicago Ohare Intl
2612,1/9/2019,MQ-4654,LGA,ATL,122,762,Hartsfield Jackson Atlanta Intl
2613,1/9/2019,UA-258,LGA,ORD,141,733,Chicago Ohare Intl
2614,1/9/2019,UA-714,EWR,MIA,165,1085,Miami Intl
2615,1/9/2019,DL-1847,LGA,ATL,123,762,Hartsfield Jackson Atlanta Intl
2616,1/9/2019,US-1277,LGA,CLT,92,544,Charlotte Douglas Intl
2617,1/9/2019,B6-503,EWR,FLL,149,1065,Fort Lauderdale Hollywood Intl
2618,1/9/2019,UA-655,EWR,FLL,151,1065,Fort Lauderdale Hollywood Intl
2619,1/9/2019,US-2122,LGA,BOS,38,184,General Edward Lawrence Logan Intl
2620,1/9/2019,UA-1623,EWR,MCO,144,937,Orlando Intl
2621,1/9/2019,MQ-3795,EWR,ORD,132,719,Chicago Ohare Intl
2622,1/9/2019,US-375,EWR,CLT,88,529,Charlotte Douglas Intl
2623,1/9/2019,US-1427,JFK,CLT,88,541,Charlotte Douglas Intl
2624,1/9/2019,B6-1026,JFK,BOS,38,187,General Edward Lawrence Logan Intl
2625,1/9/2019,DL-2343,EWR,ATL,123,746,Hartsfield Jackson Atlanta Intl
2626,1/9/2019,B6-641,JFK,SFO,379,2586,San Francisco Intl
2627,1/9/2019,B6-373,LGA,FLL,153,1076,Fort Lauderdale Hollywood Intl
2628,1/9/2019,B6-31,JFK,MCO,136,944,Orlando Intl
2629,1/9/2019,US-2124,LGA,BOS,36,184,General Edward Lawrence Logan Intl
2630,1/9/2019,UA-816,JFK,SFO,369,2586,San Francisco Intl
2631,1/9/2019,DL-1647,LGA,ATL,124,762,Hartsfield Jackson Atlanta Intl
2632,1/9/2019,DL-2044,LGA,MIA,153,1096,Miami Intl
2633,1/9/2019,AA-179,JFK,SFO,408,2586,San Francisco Intl
2634,1/9/2019,B6-523,EWR,MCO,133,937,Orlando Intl
2635,1/9/2019,B6-673,JFK,LAX,340,2475,Los Angeles Intl
2636,1/9/2019,UA-1289,EWR,SFO,402,2565,San Francisco Intl
2637,1/9/2019,US-1625,LGA,CLT,90,544,Charlotte Douglas Intl
2638,1/9/2019,UA-1690,EWR,MCO,145,937,Orlando Intl
2639,1/9/2019,UA-703,JFK,LAX,325,2475,Los Angeles Intl
2640,1/9/2019,AA-19,JFK,LAX,371,2475,Los Angeles Intl
2641,1/9/2019,DL-695,JFK,MCO,137,944,Orlando Intl
2642,1/9/2019,DL-930,LGA,FLL,155,1076,Fort Lauderdale Hollywood Intl
2643,1/9/2019,AA-1623,EWR,MIA,154,1085,Miami Intl
2644,1/9/2019,AA-2099,LGA,MIA,154,1096,Miami Intl
2645,1/9/2019,B6-1174,EWR,BOS,41,200,General Edward Lawrence Logan Intl
2646,1/9/2019,DL-401,EWR,ATL,125,746,Hartsfield Jackson Atlanta Intl
2647,1/9/2019,AA-327,LGA,ORD,140,733,Chicago Ohare Intl
2648,1/9/2019,9E-3483,JFK,BOS,41,187,General Edward Lawrence Logan Intl
2649,1/9/2019,MQ-4658,LGA,ATL,122,762,Hartsfield Jackson Atlanta Intl
2650,1/9/2019,DL-863,JFK,LAX,374,2475,Los Angeles Intl
2651,1/9/2019,US-2126,LGA,BOS,40,184,General Edward Lawrence Logan Intl
2652,1/9/2019,UA-1705,EWR,BOS,41,200,General Edward Lawrence Logan Intl
2653,1/9/2019,DL-1947,LGA,ATL,124,762,Hartsfield Jackson Atlanta Intl
2654,1/9/2019,US-1443,JFK,CLT,91,541,Charlotte Douglas Intl
2655,1/9/2019,AA-3,JFK,LAX,326,2475,Los Angeles Intl
2656,1/9/2019,MQ-3697,EWR,ORD,123,719,Chicago Ohare Intl
2657,1/9/2019,EV-4641,EWR,CLT,87,529,Charlotte Douglas Intl
2658,1/9/2019,EV-3826,EWR,ATL,126,746,Hartsfield Jackson Atlanta Intl
2659,1/9/2019,UA-1000,EWR,MIA,159,1085,Miami Intl
2660,1/9/2019,AA-1850,JFK,BOS,38,187,General Edward Lawrence Logan Intl
2661,1/9/2019,AA-2253,LGA,MIA,156,1096,Miami Intl
2662,1/9/2019,DL-1685,LGA,MCO,133,950,Orlando Intl
2663,1/9/2019,B6-1006,JFK,BOS,41,187,General Edward Lawrence Logan Intl
2664,1/9/2019,AA-329,LGA,ORD,135,733,Chicago Ohare Intl
2665,1/9/2019,UA-1641,EWR,MCO,145,937,Orlando Intl
2666,1/9/2019,US-1459,LGA,CLT,90,544,Charlotte Douglas Intl
2667,1/9/2019,US-2128,LGA,BOS,39,184,General Edward Lawrence Logan Intl
2668,1/9/2019,DL-781,LGA,ATL,126,762,Hartsfield Jackson Atlanta Intl
2669,1/9/2019,AA-2041,JFK,MIA,160,1089,Miami Intl
2670,1/9/2019,UA-1249,EWR,ORD,132,719,Chicago Ohare Intl
2671,1/9/2019,UA-717,EWR,BOS,39,200,General Edward Lawrence Logan Intl
2672,1/9/2019,US-1895,EWR,CLT,88,529,Charlotte Douglas Intl
2673,1/9/2019,UA-1110,EWR,LAX,354,2454,Los Angeles Intl
2674,1/9/2019,B6-525,EWR,MCO,147,937,Orlando Intl
2675,1/9/2019,B6-85,JFK,FLL,151,1069,Fort Lauderdale Hollywood Intl
2676,1/9/2019,DL-2043,JFK,ATL,120,760,Hartsfield Jackson Atlanta Intl
2677,1/9/2019,AA-1073,LGA,MIA,153,1096,Miami Intl
2678,1/9/2019,AA-117,JFK,LAX,353,2475,Los Angeles Intl
2679,1/9/2019,UA-1164,EWR,FLL,151,1065,Fort Lauderdale Hollywood Intl
2680,1/9/2019,B6-1783,JFK,MCO,138,944,Orlando Intl
2681,1/9/2019,MQ-4577,LGA,CLT,87,544,Charlotte Douglas Intl
2682,1/9/2019,DL-2079,LGA,FLL,158,1076,Fort Lauderdale Hollywood Intl
2683,1/9/2019,DL-2247,LGA,ATL,114,762,Hartsfield Jackson Atlanta Intl
2684,1/9/2019,US-2130,LGA,BOS,37,184,General Edward Lawrence Logan Intl
2685,1/9/2019,UA-1734,EWR,ORD,137,719,Chicago Ohare Intl
2686,1/9/2019,DL-935,EWR,ATL,114,746,Hartsfield Jackson Atlanta Intl
2687,1/9/2019,B6-505,EWR,FLL,151,1065,Fort Lauderdale Hollywood Intl
2688,1/9/2019,B6-1010,JFK,BOS,39,187,General Edward Lawrence Logan Intl
2689,1/9/2019,MQ-3728,EWR,ORD,132,719,Chicago Ohare Intl
2690,1/9/2019,UA-257,JFK,SFO,375,2586,San Francisco Intl
2691,1/9/2019,DL-2126,JFK,SFO,409,2586,San Francisco Intl
2692,1/9/2019,UA-1579,EWR,MIA,161,1085,Miami Intl
2693,1/9/2019,B6-377,LGA,FLL,150,1076,Fort Lauderdale Hollywood Intl
2694,1/9/2019,MQ-4669,LGA,ATL,128,762,Hartsfield Jackson Atlanta Intl
2695,1/9/2019,UA-368,EWR,BOS,46,200,General Edward Lawrence Logan Intl
2696,1/9/2019,US-1445,LGA,CLT,83,544,Charlotte Douglas Intl
2697,1/9/2019,B6-153,JFK,MCO,139,944,Orlando Intl
2698,1/9/2019,AA-337,LGA,ORD,141,733,Chicago Ohare Intl
2699,1/9/2019,9E-3452,JFK,BOS,44,187,General Edward Lawrence Logan Intl
2700,1/9/2019,UA-473,EWR,FLL,152,1065,Fort Lauderdale Hollywood Intl
2701,1/9/2019,AA-1813,JFK,MCO,141,944,Orlando Intl
2702,1/9/2019,DL-2347,LGA,ATL,125,762,Hartsfield Jackson Atlanta Intl
2703,1/9/2019,AA-1925,LGA,MIA,156,1096,Miami Intl
2704,1/9/2019,US-2132,LGA,BOS,43,184,General Edward Lawrence Logan Intl
2705,1/9/2019,AA-1769,JFK,MIA,156,1089,Miami Intl
2706,1/9/2019,US-720,EWR,CLT,88,529,Charlotte Douglas Intl
2707,1/9/2019,DL-963,JFK,LAX,366,2475,Los Angeles Intl
2708,1/9/2019,EV-4326,EWR,CLT,92,529,Charlotte Douglas Intl
2709,1/9/2019,UA-1111,EWR,SFO,406,2565,San Francisco Intl
2710,1/9/2019,UA-1600,EWR,LAX,347,2454,Los Angeles Intl
2711,1/9/2019,UA-708,EWR,ORD,133,719,Chicago Ohare Intl
2712,1/9/2019,MQ-4579,LGA,CLT,90,544,Charlotte Douglas Intl
2713,1/9/2019,DL-2115,LGA,MIA,167,1096,Miami Intl
2714,1/9/2019,UA-1116,EWR,BOS,38,200,General Edward Lawrence Logan Intl
2715,1/9/2019,AA-85,JFK,SFO,389,2586,San Francisco Intl
2716,1/9/2019,UA-1624,EWR,FLL,150,1065,Fort Lauderdale Hollywood Intl
2717,1/9/2019,US-1665,LGA,CLT,92,544,Charlotte Douglas Intl
2718,1/9/2019,AA-1039,JFK,FLL,158,1069,Fort Lauderdale Hollywood Intl
2719,1/9/2019,B6-393,LGA,MCO,137,950,Orlando Intl
2720,1/9/2019,UA-315,EWR,MCO,134,937,Orlando Intl
2721,1/9/2019,DL-2027,JFK,FLL,154,1069,Fort Lauderdale Hollywood Intl
2722,1/9/2019,UA-161,JFK,LAX,351,2475,Los Angeles Intl
2723,1/9/2019,DL-1942,EWR,ATL,119,746,Hartsfield Jackson Atlanta Intl
2724,1/9/2019,9E-3523,JFK,ORD,144,740,Chicago Ohare Intl
2725,1/9/2019,DL-95,JFK,ATL,119,760,Hartsfield Jackson Atlanta Intl
2726,1/9/2019,AA-1467,LGA,MIA,156,1096,Miami Intl
2727,1/9/2019,DL-4,JFK,MCO,139,944,Orlando Intl
2728,1/9/2019,UA-685,LGA,ORD,135,733,Chicago Ohare Intl
2729,1/9/2019,9E-3453,JFK,BOS,48,187,General Edward Lawrence Logan Intl
2730,1/9/2019,DL-847,LGA,ATL,118,762,Hartsfield Jackson Atlanta Intl
2731,1/9/2019,US-2134,LGA,BOS,37,184,General Edward Lawrence Logan Intl
2732,1/9/2019,AA-133,JFK,LAX,323,2475,Los Angeles Intl
2733,1/9/2019,B6-157,JFK,MCO,135,944,Orlando Intl
2734,1/9/2019,UA-252,EWR,ORD,135,719,Chicago Ohare Intl
2735,1/9/2019,B6-917,JFK,ORD,143,740,Chicago Ohare Intl
2736,1/9/2019,DL-161,JFK,MIA,162,1089,Miami Intl
2737,1/9/2019,AA-341,LGA,ORD,135,733,Chicago Ohare Intl
2738,1/9/2019,DL-2377,LGA,MCO,136,950,Orlando Intl
2739,1/9/2019,MQ-4661,LGA,ATL,129,762,Hartsfield Jackson Atlanta Intl
2740,1/9/2019,UA-1132,EWR,MCO,143,937,Orlando Intl
2741,1/9/2019,B6-675,JFK,LAX,345,2475,Los Angeles Intl
2742,1/9/2019,B6-1176,EWR,BOS,42,200,General Edward Lawrence Logan Intl
2743,1/9/2019,MQ-3695,EWR,ORD,131,719,Chicago Ohare Intl
2744,1/9/2019,B6-1085,JFK,CLT,90,541,Charlotte Douglas Intl
2745,1/9/2019,EV-4705,EWR,ATL,131,746,Hartsfield Jackson Atlanta Intl
2746,1/9/2019,AA-1790,JFK,BOS,44,187,General Edward Lawrence Logan Intl
2747,1/9/2019,UA-687,EWR,ORD,139,719,Chicago Ohare Intl
2748,1/9/2019,DL-2042,EWR,ATL,119,746,Hartsfield Jackson Atlanta Intl
2749,1/9/2019,UA-689,LGA,ORD,134,733,Chicago Ohare Intl
2750,1/9/2019,US-2136,LGA,BOS,39,184,General Edward Lawrence Logan Intl
2751,1/9/2019,DL-1499,LGA,ATL,127,762,Hartsfield Jackson Atlanta Intl
2752,1/9/2019,DL-31,JFK,SFO,376,2586,San Francisco Intl
2753,1/9/2019,UA-1545,EWR,BOS,42,200,General Edward Lawrence Logan Intl
2754,1/9/2019,AA-181,JFK,LAX,334,2475,Los Angeles Intl
2755,1/9/2019,DL-127,JFK,LAX,359,2475,Los Angeles Intl
2756,1/9/2019,UA-250,EWR,LAX,345,2454,Los Angeles Intl
2757,1/9/2019,UA-1284,EWR,SFO,383,2565,San Francisco Intl
2758,1/9/2019,B6-15,JFK,FLL,161,1069,Fort Lauderdale Hollywood Intl
2759,1/9/2019,AA-1999,EWR,MIA,156,1085,Miami Intl
2760,1/9/2019,DL-1585,LGA,MCO,139,950,Orlando Intl
2761,1/9/2019,B6-509,EWR,FLL,150,1065,Fort Lauderdale Hollywood Intl
2762,1/9/2019,AA-345,LGA,ORD,134,733,Chicago Ohare Intl
2763,1/9/2019,AA-1351,JFK,ORD,139,740,Chicago Ohare Intl
2764,1/9/2019,DL-1779,LGA,FLL,177,1076,Fort Lauderdale Hollywood Intl
2765,1/9/2019,AA-543,JFK,MIA,151,1089,Miami Intl
2766,1/9/2019,US-449,EWR,CLT,84,529,Charlotte Douglas Intl
2767,1/9/2019,US-894,LGA,CLT,86,544,Charlotte Douglas Intl
2768,1/9/2019,UA-512,JFK,SFO,382,2586,San Francisco Intl
2769,1/9/2019,AA-177,JFK,SFO,387,2586,San Francisco Intl
2770,1/9/2019,UA-535,JFK,LAX,334,2475,Los Angeles Intl
2771,1/9/2019,B6-989,JFK,FLL,156,1069,Fort Lauderdale Hollywood Intl
2772,1/9/2019,UA-691,LGA,ORD,137,733,Chicago Ohare Intl
2773,1/9/2019,B6-9,JFK,MCO,134,944,Orlando Intl
2774,1/9/2019,B6-391,LGA,MCO,143,950,Orlando Intl
2775,1/9/2019,DL-1047,LGA,ATL,128,762,Hartsfield Jackson Atlanta Intl
2776,1/9/2019,US-2138,LGA,BOS,36,184,General Edward Lawrence Logan Intl
2777,1/9/2019,B6-1016,JFK,BOS,39,187,General Edward Lawrence Logan Intl
2778,1/9/2019,UA-1139,EWR,ORD,132,719,Chicago Ohare Intl
2779,1/9/2019,UA-1109,EWR,MCO,140,937,Orlando Intl
2780,1/9/2019,US-373,JFK,CLT,87,541,Charlotte Douglas Intl
2781,1/9/2019,AA-119,EWR,LAX,343,2454,Los Angeles Intl
2782,1/9/2019,AA-353,LGA,ORD,132,733,Chicago Ohare Intl
2783,1/9/2019,AA-1611,LGA,MIA,162,1096,Miami Intl
2784,1/9/2019,DL-926,EWR,ATL,116,746,Hartsfield Jackson Atlanta Intl
2785,1/9/2019,UA-1703,EWR,BOS,40,200,General Edward Lawrence Logan Intl
2786,1/9/2019,UA-272,JFK,SFO,370,2586,San Francisco Intl
2787,1/9/2019,US-1973,EWR,CLT,89,529,Charlotte Douglas Intl
2788,1/9/2019,MQ-3730,EWR,ORD,123,719,Chicago Ohare Intl
2789,1/9/2019,UA-1292,EWR,FLL,150,1065,Fort Lauderdale Hollywood Intl
2790,1/9/2019,UA-1165,EWR,LAX,347,2454,Los Angeles Intl
2791,1/9/2019,B6-527,EWR,MCO,132,937,Orlando Intl
2792,1/9/2019,DL-2190,JFK,MIA,147,1089,Miami Intl
2793,1/9/2019,DL-2159,JFK,MCO,133,944,Orlando Intl
2794,1/9/2019,US-1491,LGA,CLT,89,544,Charlotte Douglas Intl
2795,1/9/2019,US-2140,LGA,BOS,39,184,General Edward Lawrence Logan Intl
2796,1/9/2019,DL-947,LGA,ATL,118,762,Hartsfield Jackson Atlanta Intl
2797,1/9/2019,DL-87,JFK,LAX,358,2475,Los Angeles Intl
2798,1/9/2019,DL-1465,JFK,SFO,370,2586,San Francisco Intl
2799,1/9/2019,DL-951,JFK,ATL,120,760,Hartsfield Jackson Atlanta Intl
2800,1/9/2019,UA-120,EWR,ORD,135,719,Chicago Ohare Intl
2801,1/9/2019,EV-4175,EWR,CLT,88,529,Charlotte Douglas Intl
2802,1/9/2019,AA-21,JFK,LAX,332,2475,Los Angeles Intl
2803,1/9/2019,B6-155,JFK,MCO,131,944,Orlando Intl
2804,1/9/2019,UA-1127,EWR,SFO,377,2565,San Francisco Intl
2805,1/9/2019,DL-83,JFK,FLL,151,1069,Fort Lauderdale Hollywood Intl
2806,1/9/2019,DL-1485,LGA,MCO,135,950,Orlando Intl
2807,1/9/2019,DL-2139,LGA,MIA,160,1096,Miami Intl
2808,1/9/2019,9E-3798,JFK,CLT,88,541,Charlotte Douglas Intl
2809,1/9/2019,AA-359,LGA,ORD,139,733,Chicago Ohare Intl
2810,1/9/2019,DL-1854,LGA,FLL,152,1076,Fort Lauderdale Hollywood Intl
2811,1/9/2019,9E-3525,JFK,ORD,128,740,Chicago Ohare Intl
2812,1/9/2019,B6-381,LGA,FLL,147,1076,Fort Lauderdale Hollywood Intl
2813,1/9/2019,AA-1709,LGA,MIA,155,1096,Miami Intl
2814,1/9/2019,B6-645,JFK,SFO,377,2586,San Francisco Intl
2815,1/9/2019,DL-402,JFK,BOS,36,187,General Edward Lawrence Logan Intl
2816,1/9/2019,UA-695,LGA,ORD,121,733,Chicago Ohare Intl
2817,1/9/2019,DL-1147,LGA,ATL,121,762,Hartsfield Jackson Atlanta Intl
2818,1/9/2019,UA-890,EWR,MIA,158,1085,Miami Intl
2819,1/9/2019,US-2142,LGA,BOS,39,184,General Edward Lawrence Logan Intl
2820,1/9/2019,B6-801,JFK,FLL,145,1069,Fort Lauderdale Hollywood Intl
2821,1/9/2019,AA-1762,JFK,BOS,39,187,General Edward Lawrence Logan Intl
2822,1/9/2019,MQ-4662,LGA,ATL,115,762,Hartsfield Jackson Atlanta Intl
2823,1/9/2019,UA-771,JFK,LAX,358,2475,Los Angeles Intl
2824,1/9/2019,UA-405,EWR,MCO,138,937,Orlando Intl
2825,1/9/2019,UA-1243,EWR,BOS,41,200,General Edward Lawrence Logan Intl
2826,1/9/2019,AA-371,LGA,ORD,123,733,Chicago Ohare Intl
2827,1/9/2019,B6-677,JFK,LAX,NA,2475,Los Angeles Intl
2828,1/9/2019,B6-1178,EWR,BOS,43,200,General Edward Lawrence Logan Intl
2829,1/9/2019,B6-399,LGA,MCO,132,950,Orlando Intl
2830,1/9/2019,US-2144,LGA,BOS,38,184,General Edward Lawrence Logan Intl
2831,1/9/2019,MQ-4584,LGA,CLT,80,544,Charlotte Douglas Intl
2832,1/9/2019,DL-2363,JFK,LAX,358,2475,Los Angeles Intl
2833,1/9/2019,B6-1020,JFK,BOS,40,187,General Edward Lawrence Logan Intl
2834,1/9/2019,B6-11,JFK,FLL,146,1069,Fort Lauderdale Hollywood Intl
2835,1/9/2019,AA-185,JFK,LAX,360,2475,Los Angeles Intl
2836,1/9/2019,UA-910,EWR,BOS,42,200,General Edward Lawrence Logan Intl
2837,1/9/2019,MQ-3744,EWR,ORD,119,719,Chicago Ohare Intl
2838,1/9/2019,B6-383,LGA,FLL,141,1076,Fort Lauderdale Hollywood Intl
2839,1/9/2019,B6-43,JFK,MCO,137,944,Orlando Intl
2840,1/10/2019,US-1117,EWR,CLT,78,529,Charlotte Douglas Intl
2841,1/10/2019,AA-1141,JFK,MIA,149,1089,Miami Intl
2842,1/10/2019,B6-380,EWR,BOS,39,200,General Edward Lawrence Logan Intl
2843,1/10/2019,US-2114,LGA,BOS,36,184,General Edward Lawrence Logan Intl
2844,1/10/2019,B6-507,EWR,FLL,144,1065,Fort Lauderdale Hollywood Intl
2845,1/10/2019,AA-301,LGA,ORD,126,733,Chicago Ohare Intl
2846,1/10/2019,B6-371,LGA,FLL,147,1076,Fort Lauderdale Hollywood Intl
2847,1/10/2019,MQ-4650,LGA,ATL,120,762,Hartsfield Jackson Atlanta Intl
2848,1/10/2019,UA-303,JFK,SFO,371,2586,San Francisco Intl
2849,1/10/2019,B6-125,JFK,FLL,144,1069,Fort Lauderdale Hollywood Intl
2850,1/10/2019,DL-461,LGA,ATL,116,762,Hartsfield Jackson Atlanta Intl
2851,1/10/2019,UA-370,EWR,BOS,39,200,General Edward Lawrence Logan Intl
2852,1/10/2019,AA-1895,EWR,MIA,145,1085,Miami Intl
2853,1/10/2019,AA-1837,LGA,MIA,147,1096,Miami Intl
2854,1/10/2019,UA-1030,JFK,LAX,357,2475,Los Angeles Intl
2855,1/10/2019,US-1791,JFK,CLT,89,541,Charlotte Douglas Intl
2856,1/10/2019,9E-3856,JFK,ATL,122,760,Hartsfield Jackson Atlanta Intl
2857,1/10/2019,DL-575,EWR,ATL,119,746,Hartsfield Jackson Atlanta Intl
2858,1/10/2019,MQ-4576,LGA,CLT,92,544,Charlotte Douglas Intl
2859,1/10/2019,US-1125,EWR,CLT,84,529,Charlotte Douglas Intl
2860,1/10/2019,AA-303,LGA,ORD,121,733,Chicago Ohare Intl
2861,1/10/2019,US-1433,LGA,CLT,89,544,Charlotte Douglas Intl
2862,1/10/2019,EV-4471,EWR,CLT,96,529,Charlotte Douglas Intl
2863,1/10/2019,B6-1002,JFK,BOS,38,187,General Edward Lawrence Logan Intl
2864,1/10/2019,UA-421,EWR,SFO,374,2565,San Francisco Intl
2865,1/10/2019,B6-79,JFK,MCO,132,944,Orlando Intl
2866,1/10/2019,UA-1701,EWR,FLL,148,1065,Fort Lauderdale Hollywood Intl
2867,1/10/2019,US-926,EWR,CLT,90,529,Charlotte Douglas Intl
